Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,pH
24.19,62.14,43.02,Red,Barley,19,9,14,17-17-17,7.31
21.08,43.82,39.49,Red,Wheat,32,6,20,20-20,5.65
27.69,60.04,25.31,Red,Maize,21,18,21,20-20,5.88
20.15,53.8,25.76,Loamy,Barley,15,1,12,17-17-17,5.95
17.76,51.37,46.83,Red,Barley,13,9,30,20-20,5.52
38.17,54.46,36.89,Red,Cotton,6,25,11,17-17-17,6.69
24.57,65.4,26.7,Red,Ground Nuts,3,8,7,17-17-17,6.63
28.36,47.69,47.91,Clayey,Barley,20,19,11,17-17-17,6.69
22.02,50.18,35.73,Red,Tobacco,25,15,16,17-17-17,6.08
22.87,56.65,42.27,Red,Barley,17,3,4,17-17-17,5.94
33.98,62.93,42.94,Sandy,Oil seeds,6,9,0,14-35-14,5.84
25.31,54.11,33.76,Loamy,Barley,2,4,2,17-17-17,7.47
25.97,56.47,53.04,Sandy,Pulses,0,2,32,20-20,6.36
30.35,58.33,42.67,Sandy,Pulses,13,6,12,17-17-17,5.78
30.92,46.84,26.68,Black,Oil seeds,16,11,10,17-17-17,7.0
15.22,50.59,24.29,Sandy,Barley,15,6,13,17-17-17,7.35
37.7,47.71,44.8,Sandy,Millets,10,9,9,17-17-17,5.58
25.49,58.61,23.33,Red,Millets,13,8,10,17-17-17,5.77
30.14,73.45,63.24,Black,Paddy,2,6,14,20-20,5.73
27.24,72.73,66.63,Loamy,Sugarcane,10,3,3,14-35-14,6.89
27.66,55.85,29.1,Sandy,Millets,15,3,20,20-20,7.2
27.18,52.3,29.85,Black,Millets,8,6,13,17-17-17,6.72
27.48,45.24,35.46,Red,Barley,7,6,23,20-20,6.02
21.11,72.52,36.87,Loamy,Maize,31,13,14,17-17-17,6.92
28.78,46.51,36.14,Clayey,Millets,11,7,12,17-17-17,5.74
26.64,59.82,34.36,Clayey,Tobacco,22,4,6,10-26-26,6.46
24.49,46.97,46.92,Loamy,Barley,0,20,17,17-17-17,7.23
21.34,70.14,33.84,Clayey,Maize,11,30,23,20-20,5.54
34.25,84.66,51.77,Black,Paddy,34,22,8,17-17-17,6.08
19.65,70.0,46.17,Sandy,Pulses,9,7,20,17-17-17,6.65
35.0,43.37,30.2,Red,Millets,15,0,18,20-20,5.71
34.54,49.99,21.8,Clayey,Oil seeds,9,10,25,20-20,7.42
31.58,45.96,32.05,Clayey,Oil seeds,21,14,24,20-20,7.1
29.25,75.65,63.81,Clayey,Sugarcane,23,14,33,20-20,6.06
29.09,73.49,35.19,Black,Tobacco,10,16,15,17-17-17,5.72
34.18,84.98,69.71,Loamy,Sugarcane,27,16,10,17-17-17,6.99
26.22,53.08,36.68,Red,Cotton,14,16,3,17-17-17,6.31
30.44,57.71,31.13,Loamy,Maize,34,29,15,17-17-17,6.88
19.12,56.48,29.47,Sandy,Maize,45,23,18,17-17-17,6.12
21.18,54.21,32.44,Red,Barley,23,15,6,17-17-17,7.18
25.07,62.66,54.86,Black,Sugarcane,22,1,9,10-26-26,6.72
21.6,72.7,49.15,Sandy,Tobacco,26,2,20,20-20,5.96
26.76,45.94,20.77,Loamy,Wheat,42,5,18,20-20,5.54
29.56,51.74,57.52,Loamy,Maize,8,24,9,17-17-17,5.95
34.19,68.14,24.88,Black,Oil seeds,11,15,22,17-17-17,6.32
36.48,64.15,44.49,Black,Sugarcane,10,15,8,17-17-17,6.65
27.31,47.4,40.05,Sandy,Wheat,32,10,11,17-17-17,6.98
27.7,62.77,51.36,Red,Pulses,11,3,9,17-17-17,6.21
28.57,52.61,49.04,Black,Tobacco,9,23,19,20-20,5.64
35.48,46.43,34.1,Black,Millets,13,4,13,17-17-17,6.57
30.98,71.31,45.28,Loamy,Ground Nuts,18,11,19,17-17-17,6.21
31.34,66.08,26.26,Clayey,Pulses,6,2,0,14-35-14,7.31
26.09,71.73,64.93,Red,Sugarcane,26,3,12,10-26-26,5.53
31.63,62.23,45.87,Red,Tobacco,23,25,8,17-17-17,7.35
20.6,54.66,32.19,Sandy,Oil seeds,13,11,19,17-17-17,5.83
31.33,78.87,51.78,Loamy,Paddy,22,0,12,17-17-17,7.22
25.75,72.35,36.05,Sandy,Ground Nuts,10,1,1,14-35-14,5.59
24.18,58.26,40.19,Red,Ground Nuts,6,0,6,17-17-17,6.26
26.58,63.07,40.66,Loamy,Cotton,10,13,22,20-20,6.98
33.83,40.28,21.49,Red,Millets,3,8,13,17-17-17,7.49
36.84,55.97,28.77,Clayey,Cotton,4,11,15,20-20,6.81
33.15,68.21,35.86,Red,Oil seeds,6,7,27,20-20,7.01
34.51,40.54,41.67,Clayey,Cotton,5,14,0,17-17-17,7.17
29.86,56.97,34.08,Black,Millets,15,7,15,17-17-17,5.82
36.79,43.04,22.91,Loamy,Millets,13,8,7,17-17-17,5.91
25.33,58.29,31.03,Sandy,Cotton,10,17,8,17-17-17,6.33
22.67,73.77,27.16,Clayey,Ground Nuts,0,2,17,17-17-17,6.66
37.65,61.54,48.31,Loamy,Cotton,14,16,12,17-17-17,6.89
24.45,54.76,30.98,Clayey,Ground Nuts,0,3,28,20-20,6.77
28.42,70.03,35.55,Sandy,Pulses,3,7,7,14-35-14,5.63
24.91,59.64,53.23,Clayey,Tobacco,31,17,3,17-17-17,5.95
18.84,43.6,47.35,Black,Barley,16,8,20,20-20,7.5
28.05,65.04,37.88,Sandy,Ground Nuts,8,9,12,17-17-17,6.38
35.54,63.57,26.68,Loamy,Millets,12,14,14,17-17-17,6.38
23.16,45.6,35.31,Clayey,Wheat,22,6,18,20-20,6.56
24.22,70.65,53.74,Sandy,Paddy,12,9,0,17-17-17,7.05
29.56,69.49,37.39,Sandy,Barley,16,18,21,17-17-17,5.5
25.51,60.53,33.65,Clayey,Millets,9,2,15,20-20,6.18
24.86,72.98,32.93,Clayey,Ground Nuts,9,4,10,17-17-17,5.8
28.94,47.36,48.97,Loamy,Cotton,6,13,10,17-17-17,5.52
19.45,53.21,41.21,Red,Wheat,30,11,0,17-17-17,6.68
24.97,60.43,29.07,Sandy,Maize,18,29,22,20-20,5.58
34.31,49.27,46.25,Sandy,Tobacco,18,19,7,17-17-17,5.64
36.69,55.05,31.37,Sandy,Millets,11,11,12,17-17-17,6.21
33.58,60.48,61.21,Clayey,Sugarcane,18,17,12,17-17-17,6.77
25.1,60.09,38.89,Clayey,Tobacco,8,19,26,20-20,5.82
20.38,56.49,51.15,Loamy,Pulses,5,5,15,17-17-17,6.23
22.66,67.93,52.97,Red,Maize,31,31,19,17-17-17,5.77
20.58,62.75,31.15,Loamy,Wheat,17,16,21,20-20,5.99
30.85,58.5,47.33,Red,Pulses,4,4,11,17-17-17,6.43
34.58,75.13,60.66,Black,Sugarcane,10,11,17,17-17-17,6.06
26.57,68.64,32.62,Clayey,Pulses,5,9,7,14-35-14,7.03
39.56,50.61,40.87,Sandy,Millets,14,13,18,20-20,5.61
24.45,64.79,22.98,Red,Oil seeds,8,10,10,17-17-17,7.15
27.26,67.74,40.91,Sandy,Ground Nuts,14,5,19,17-17-17,6.91
20.12,59.26,30.78,Black,Tobacco,15,17,14,17-17-17,6.75
27.62,57.4,47.91,Sandy,Oil seeds,5,2,22,20-20,7.28
32.26,64.95,46.88,Sandy,Cotton,13,5,14,17-17-17,6.33
20.19,69.58,23.02,Sandy,Wheat,31,9,10,17-17-17,6.35
24.19,68.29,40.5,Sandy,Oil seeds,11,10,22,20-20,6.02
33.62,49.63,49.68,Loamy,Ground Nuts,6,4,5,14-35-14,6.58
23.95,47.13,41.27,Red,Tobacco,19,21,6,17-17-17,7.28
30.84,65.68,54.04,Clayey,Tobacco,14,14,8,17-17-17,7.1
28.32,82.11,60.29,Clayey,Sugarcane,19,12,28,20-20,6.18
22.33,55.08,38.64,Sandy,Barley,13,4,19,20-20,5.51
37.0,68.07,32.1,Red,Cotton,9,12,20,20-20,6.92
29.15,68.42,47.57,Sandy,Sugarcane,10,8,28,20-20,6.65
34.41,68.48,53.56,Red,Sugarcane,5,7,17,17-17-17,5.7
29.19,46.29,28.65,Loamy,Tobacco,33,14,19,17-17-17,7.23
22.34,65.83,44.65,Sandy,Wheat,38,18,10,17-17-17,5.74
38.05,52.96,44.25,Clayey,Cotton,11,13,10,17-17-17,6.03
19.22,53.6,48.44,Sandy,Pulses,4,6,23,17-17-17,5.8
21.63,52.52,51.84,Black,Tobacco,30,10,23,20-20,6.93
30.18,59.18,51.99,Black,Tobacco,17,12,20,20-20,6.17
27.72,48.92,31.45,Black,Tobacco,27,24,12,17-17-17,6.81
24.17,60.83,57.71,Black,Paddy,15,8,7,17-17-17,7.31
23.26,68.22,29.21,Black,Oil seeds,4,11,22,20-20,6.3
24.8,55.29,37.55,Loamy,Pulses,9,7,20,17-17-17,7.36
22.31,70.69,45.83,Sandy,Ground Nuts,9,8,29,20-20,7.04
27.5,53.59,32.56,Red,Pulses,5,6,23,17-17-17,6.26
29.13,73.51,54.96,Clayey,Tobacco,24,19,11,17-17-17,6.24
27.74,73.53,27.31,Black,Pulses,7,7,20,17-17-17,5.56
25.95,55.4,25.17,Sandy,Oil seeds,0,11,23,20-20,5.73
32.57,62.96,65.12,Clayey,Paddy,12,9,22,20-20,5.7
32.04,83.2,55.22,Clayey,Paddy,29,11,11,17-17-17,6.17
20.18,44.45,39.08,Loamy,Barley,6,13,22,20-20,7.4
29.72,62.27,32.22,Red,Maize,23,10,11,17-17-17,6.31
30.11,59.8,42.16,Loamy,Pulses,2,4,6,14-35-14,6.64
25.7,48.9,39.9,Loamy,Ground Nuts,11,6,20,17-17-17,6.31
32.5,72.87,38.76,Clayey,Tobacco,25,21,2,14-35-14,7.04
20.57,49.87,51.78,Sandy,Tobacco,21,14,19,17-17-17,5.62
29.58,83.4,67.35,Sandy,Paddy,15,12,7,17-17-17,6.17
34.16,64.18,38.43,Clayey,Ground Nuts,11,9,20,17-17-17,6.82
21.1,74.6,34.18,Loamy,Pulses,7,6,28,20-20,5.75
22.3,61.45,41.84,Clayey,Wheat,4,18,23,Urea,6.83
34.86,55.49,41.46,Red,Maize,26,4,14,17-17-17,7.24
23.53,50.31,35.91,Clayey,Pulses,7,4,12,17-17-17,6.25
31.98,65.54,62.7,Clayey,Sugarcane,10,15,20,17-17-17,6.12
32.09,48.92,32.27,Clayey,Tobacco,15,13,17,17-17-17,5.99
31.46,62.5,57.66,Loamy,Sugarcane,25,11,18,17-17-17,7.06
29.73,41.89,47.09,Sandy,Barley,19,13,12,17-17-17,7.13
29.7,74.11,63.79,Clayey,Sugarcane,18,14,27,20-20,6.05
32.18,84.72,58.06,Clayey,Sugarcane,22,9,27,20-20,7.07
25.95,51.0,33.44,Clayey,Maize,39,23,12,17-17-17,5.81
25.68,77.5,40.18,Sandy,Sugarcane,30,1,10,10-26-26,6.44
32.49,50.11,28.87,Sandy,Cotton,18,15,13,17-17-17,5.63
18.91,74.25,45.44,Black,Pulses,9,5,25,17-17-17,6.33
33.14,78.05,67.68,Red,Paddy,36,8,12,17-17-17,6.73
24.55,60.59,29.54,Loamy,Wheat,27,0,9,17-17-17,5.85
35.35,54.14,21.94,Loamy,Millets,8,7,4,17-17-17,5.83
26.24,47.8,39.53,Loamy,Tobacco,14,11,11,17-17-17,5.68
27.35,57.1,20.49,Clayey,Millets,17,10,13,17-17-17,5.74
16.32,61.15,30.8,Clayey,Barley,14,17,14,17-17-17,5.59
33.41,62.5,55.15,Red,Paddy,23,8,10,17-17-17,7.0
32.62,55.78,32.04,Red,Oil seeds,13,4,19,17-17-17,5.56
21.61,56.75,42.68,Black,Tobacco,21,10,18,17-17-17,6.05
30.27,70.13,46.23,Clayey,Tobacco,18,15,17,17-17-17,6.31
23.63,68.21,40.86,Black,Tobacco,11,13,22,20-20,7.36
23.5,83.19,66.42,Black,Paddy,17,8,15,20-20,5.95
18.99,57.01,42.31,Loamy,Pulses,3,7,17,17-17-17,7.21
25.39,51.3,40.88,Red,Cotton,11,16,11,17-17-17,6.01
17.56,59.28,33.74,Loamy,Wheat,33,10,12,17-17-17,7.08
35.91,65.36,31.96,Red,Ground Nuts,10,10,37,20-20,5.72
20.26,46.79,20.52,Black,Wheat,30,8,8,17-17-17,6.65
27.84,40.95,40.23,Sandy,Cotton,24,2,17,20-20,6.3
33.81,63.1,39.86,Black,Oil seeds,6,9,14,17-17-17,6.38
18.88,56.33,27.6,Sandy,Maize,31,26,31,20-20,6.08
22.06,66.23,38.49,Black,Oil seeds,18,8,16,17-17-17,5.87
29.89,57.21,32.86,Loamy,Tobacco,12,18,22,20-20,7.46
25.25,55.58,28.89,Black,Maize,27,12,21,20-20,6.95
21.15,56.83,44.06,Loamy,Oil seeds,5,19,24,20-20,7.08
38.85,48.08,49.67,Loamy,Cotton,5,7,25,20-20,6.84
24.11,48.41,28.42,Sandy,Tobacco,23,18,25,20-20,6.2
26.45,71.84,59.45,Loamy,Sugarcane,15,2,14,17-17-17,5.56
24.8,68.1,60.39,Black,Paddy,24,15,18,20-20,7.07
25.65,45.04,38.4,Clayey,Tobacco,16,3,23,20-20,6.05
22.75,55.62,31.76,Loamy,Oil seeds,10,9,25,20-20,6.53
27.69,80.58,68.48,Loamy,Paddy,33,11,16,17-17-17,6.78
24.46,64.76,54.26,Sandy,Ground Nuts,10,4,20,17-17-17,7.24
25.3,70.86,39.75,Black,Pulses,8,7,0,14-35-14,5.76
21.5,53.4,31.38,Loamy,Oil seeds,1,7,13,17-17-17,6.43
21.67,50.3,34.19,Black,Oil seeds,13,9,17,17-17-17,7.44
34.86,53.08,26.85,Loamy,Maize,19,18,13,17-17-17,7.21
31.19,66.05,52.91,Sandy,Maize,21,1,20,20-20,6.69
27.87,58.98,27.26,Red,Wheat,19,15,21,20-20,6.37
16.17,67.9,41.21,Loamy,Barley,23,8,25,20-20,6.16
35.07,49.73,32.2,Sandy,Millets,9,13,3,17-17-17,7.48
22.75,56.39,51.64,Sandy,Pulses,3,6,25,17-17-17,6.31
31.75,66.06,39.88,Black,Pulses,2,5,8,17-17-17,6.36
31.07,83.97,45.17,Black,Sugarcane,1,17,32,20-20,6.94
21.93,40.37,31.98,Clayey,Barley,13,22,12,17-17-17,6.42
29.97,84.64,67.65,Clayey,Paddy,28,10,7,17-17-17,7.41
36.9,43.75,36.49,Loamy,Millets,19,15,4,17-17-17,6.15
22.08,46.55,52.48,Red,Ground Nuts,8,2,20,17-17-17,7.32
29.51,72.08,63.71,Red,Sugarcane,12,7,30,20-20,6.45
22.29,65.76,30.66,Red,Oil seeds,3,3,2,17-17-17,6.06
30.77,51.92,50.01,Sandy,Maize,17,18,20,20-20,6.55
21.84,46.17,42.67,Loamy,Barley,35,12,17,17-17-17,6.4
33.07,65.69,30.8,Loamy,Oil seeds,9,12,5,17-17-17,6.7
29.56,56.22,25.69,Sandy,Cotton,6,16,22,20-20,5.87
16.6,56.96,28.1,Clayey,Wheat,9,17,9,Urea,6.28
26.52,48.76,33.98,Clayey,Oil seeds,14,14,13,17-17-17,6.86
32.6,69.55,31.61,Loamy,Maize,18,8,15,17-17-17,5.63
29.56,46.63,23.23,Loamy,Millets,3,4,14,20-20,6.52
28.65,65.66,21.28,Loamy,Oil seeds,15,20,13,17-17-17,6.34
26.1,65.66,54.06,Black,Sugarcane,6,8,10,17-17-17,6.35
34.87,79.44,55.92,Black,Paddy,16,24,9,17-17-17,5.99
23.03,66.48,40.33,Black,Oil seeds,13,0,4,10-26-26,6.59
20.82,51.51,20.47,Loamy,Barley,15,19,11,17-17-17,6.42
32.46,65.18,56.72,Loamy,Paddy,21,24,15,17-17-17,5.77
26.35,54.18,45.03,Black,Ground Nuts,1,8,16,17-17-17,6.91
27.37,55.49,43.79,Clayey,Cotton,7,11,13,17-17-17,6.37
26.58,50.25,33.94,Red,Wheat,28,5,10,17-17-17,7.29
34.32,53.33,36.96,Red,Oil seeds,5,7,5,17-17-17,6.31
28.83,42.23,21.97,Clayey,Millets,9,16,10,17-17-17,6.35
36.0,50.44,33.13,Red,Millets,17,17,18,20-20,5.73
30.2,68.36,32.46,Black,Ground Nuts,7,12,25,17-17-17,6.86
29.56,63.25,69.35,Sandy,Paddy,30,18,1,17-17-17,7.12
23.34,49.81,27.56,Black,Ground Nuts,9,10,12,17-17-17,6.26
34.34,64.16,36.63,Clayey,Ground Nuts,17,17,12,17-17-17,6.35
23.44,54.03,37.27,Red,Wheat,20,26,6,17-17-17,6.27
22.28,50.23,28.01,Red,Tobacco,24,15,24,20-20,6.98
31.37,76.07,61.3,Sandy,Paddy,11,11,10,17-17-17,6.95
23.03,67.17,56.44,Sandy,Paddy,14,10,9,17-17-17,6.63
31.38,80.27,58.24,Loamy,Paddy,38,5,6,17-17-17,6.99
28.06,57.33,42.93,Loamy,Millets,1,5,8,17-17-17,6.29
22.94,57.01,50.76,Red,Maize,36,23,17,17-17-17,5.52
34.83,51.15,28.66,Clayey,Millets,3,14,7,17-17-17,7.17
28.25,66.76,38.3,Clayey,Maize,34,13,22,20-20,7.23
28.79,51.21,45.38,Clayey,Cotton,8,16,7,17-17-17,6.74
39.81,56.8,40.87,Red,Cotton,8,2,9,17-17-17,5.74
26.63,62.56,21.37,Sandy,Cotton,7,16,16,20-20,5.9
31.85,49.85,24.75,Black,Cotton,15,12,23,20-20,5.84
25.84,47.54,52.11,Red,Pulses,5,6,22,17-17-17,7.31
37.43,57.09,29.18,Loamy,Cotton,18,8,3,17-17-17,5.94
36.01,68.53,22.5,Loamy,Cotton,7,9,12,17-17-17,5.51
24.24,66.36,43.07,Loamy,Maize,21,22,15,17-17-17,5.69
32.31,76.77,63.4,Clayey,Paddy,26,13,0,17-17-17,6.83
24.48,61.29,38.0,Black,Tobacco,10,17,11,17-17-17,6.05
37.31,50.29,25.81,Clayey,Cotton,19,20,16,17-17-17,5.9
16.89,43.62,38.83,Clayey,Wheat,23,18,10,17-17-17,5.5
31.68,60.63,54.31,Black,Ground Nuts,13,20,16,17-17-17,5.82
29.13,51.45,31.24,Sandy,Cotton,6,17,0,17-17-17,5.99
18.56,49.71,34.44,Black,Barley,20,2,20,20-20,6.69
27.61,74.88,30.36,Sandy,Tobacco,7,28,11,17-17-17,7.46
32.53,79.97,36.14,Red,Maize,6,29,19,Urea,5.8
20.43,56.2,37.53,Red,Pulses,7,2,20,17-17-17,6.1
26.0,58.65,29.49,Sandy,Pulses,4,5,19,17-17-17,6.4
28.99,72.3,66.05,Loamy,Paddy,17,16,6,17-17-17,6.84
16.52,59.61,45.53,Black,Wheat,1,8,21,Urea,7.36
32.77,70.64,51.24,Black,Paddy,45,13,19,20-20,6.61
28.15,72.54,66.0,Loamy,Sugarcane,20,10,14,17-17-17,7.09
25.4,74.04,52.34,Black,Sugarcane,0,18,13,17-17-17,6.93
25.16,66.59,28.14,Red,Cotton,10,23,20,20-20,5.58
31.79,67.25,36.58,Loamy,Oil seeds,8,15,23,20-20,7.44
28.06,46.4,32.79,Clayey,Barley,3,6,0,17-17-17,7.38
26.88,49.75,36.95,Red,Cotton,13,10,20,20-20,7.26
34.33,41.62,33.25,Black,Millets,9,11,17,20-20,7.3
23.98,52.75,35.84,Red,Oil seeds,14,2,13,17-17-17,5.93
23.68,66.78,42.09,Loamy,Ground Nuts,12,8,21,17-17-17,6.57
30.42,63.41,61.79,Loamy,Paddy,35,14,17,20-20,6.64
24.4,72.63,30.15,Black,Tobacco,8,13,23,20-20,5.63
28.5,43.54,29.32,Red,Barley,24,28,16,17-17-17,7.06
37.27,69.22,40.3,Black,Sugarcane,10,9,14,17-17-17,6.88
31.61,64.53,69.18,Black,Paddy,22,14,19,20-20,6.78
31.35,65.26,41.47,Loamy,Pulses,5,3,12,17-17-17,5.51
23.04,57.62,27.97,Clayey,Pulses,7,12,35,20-20,5.58
25.27,69.23,58.38,Red,Maize,12,9,30,20-20,7.18
22.25,61.47,24.52,Loamy,Oil seeds,0,7,20,20-20,7.35
25.67,48.27,43.9,Black,Wheat,12,1,19,20-20,6.08
20.72,55.2,28.06,Black,Barley,12,5,11,17-17-17,6.56
17.49,65.69,46.48,Red,Wheat,34,18,9,17-17-17,6.09
34.61,74.91,48.23,Clayey,Sugarcane,12,7,20,17-17-17,6.01
31.92,45.12,27.54,Clayey,Millets,16,13,16,17-17-17,5.9
23.42,72.27,54.09,Sandy,Pulses,6,5,4,14-35-14,5.85
25.94,50.89,44.64,Clayey,Pulses,3,6,23,17-17-17,6.87
20.92,66.95,49.62,Red,Maize,10,5,19,28-28,5.9
33.94,50.13,55.99,Red,Maize,39,15,9,17-17-17,5.63
34.16,63.32,46.48,Loamy,Tobacco,16,32,13,17-17-17,7.02
16.29,49.56,21.54,Black,Wheat,35,4,13,17-17-17,6.29
35.67,78.15,63.71,Black,Sugarcane,26,15,5,14-35-14,6.08
16.67,45.61,35.13,Sandy,Barley,15,18,11,17-17-17,7.2
27.75,69.88,35.24,Sandy,Barley,35,12,18,17-17-17,6.19
23.17,65.21,24.45,Black,Wheat,39,15,6,17-17-17,7.21
21.18,57.16,26.29,Red,Oil seeds,4,11,20,17-17-17,5.9
22.36,70.5,43.1,Red,Pulses,1,8,10,17-17-17,5.79
27.81,69.6,62.02,Sandy,Sugarcane,12,5,18,17-17-17,7.38
27.67,75.82,52.42,Black,Paddy,3,12,0,17-17-17,6.05
18.82,46.34,27.97,Black,Wheat,20,15,11,17-17-17,5.69
35.02,61.51,37.44,Black,Cotton,7,6,9,17-17-17,7.42
32.75,68.31,38.04,Loamy,Oil seeds,3,15,3,17-17-17,5.79
31.07,47.29,25.86,Clayey,Millets,10,4,12,17-17-17,6.57
27.13,72.35,36.38,Loamy,Pulses,8,10,1,14-35-14,7.18
21.99,57.87,49.64,Clayey,Maize,32,17,12,17-17-17,5.85
30.83,78.69,52.31,Clayey,Paddy,19,10,6,17-17-17,5.96
27.93,76.84,67.83,Sandy,Sugarcane,7,0,24,20-20,6.2
31.12,69.97,38.78,Sandy,Ground Nuts,7,7,18,17-17-17,6.86
29.38,61.38,64.3,Black,Sugarcane,18,19,19,17-17-17,7.47
30.03,72.54,67.04,Sandy,Sugarcane,17,9,26,20-20,6.02
27.34,55.69,36.17,Loamy,Ground Nuts,12,10,8,17-17-17,6.14
27.19,54.29,45.58,Loamy,Barley,15,25,13,17-17-17,5.99
31.82,78.21,36.75,Loamy,Maize,5,20,10,17-17-17,6.56
27.05,71.17,51.3,Red,Ground Nuts,14,3,25,17-17-17,6.9
18.93,55.3,44.21,Red,Maize,2,0,11,28-28,6.46
22.83,64.47,51.48,Red,Pulses,3,7,17,17-17-17,5.87
33.05,68.91,35.39,Black,Tobacco,13,6,8,17-17-17,7.05
28.54,48.28,32.63,Sandy,Barley,13,17,0,14-35-14,5.9
36.22,67.39,42.65,Loamy,Cotton,7,17,10,17-17-17,5.95
20.64,68.54,42.88,Loamy,Pulses,5,4,7,14-35-14,7.29
24.71,71.14,51.04,Sandy,Paddy,9,23,0,17-17-17,6.1
27.07,45.67,22.76,Loamy,Oil seeds,13,5,13,17-17-17,6.87
21.66,58.38,33.44,Red,Maize,23,23,14,17-17-17,6.5
30.24,77.81,51.28,Sandy,Sugarcane,13,6,11,17-17-17,7.36
17.13,41.68,23.63,Sandy,Wheat,32,13,20,20-20,7.36
17.98,65.64,25.83,Red,Barley,15,19,4,17-17-17,5.82
38.11,41.79,29.53,Loamy,Cotton,18,10,5,17-17-17,7.48
24.45,52.55,36.25,Clayey,Pulses,4,9,25,17-17-17,7.1
36.45,65.48,60.36,Black,Sugarcane,14,12,28,20-20,6.67
30.21,56.15,44.34,Loamy,Cotton,9,15,19,20-20,5.93
25.96,48.91,35.03,Loamy,Millets,7,0,3,17-17-17,6.61
37.16,69.9,61.55,Red,Sugarcane,21,18,6,14-35-14,6.72
39.93,50.01,35.96,Black,Millets,22,7,20,20-20,7.27
24.3,83.6,45.09,Loamy,Sugarcane,9,16,11,17-17-17,5.52
20.94,52.33,36.65,Sandy,Wheat,22,8,8,17-17-17,5.99
22.98,63.59,46.55,Sandy,Oil seeds,5,7,6,17-17-17,6.66
39.85,69.99,36.0,Black,Cotton,15,10,9,17-17-17,7.15
32.51,67.66,55.58,Black,Maize,31,31,28,20-20,7.08
29.04,67.08,36.3,Clayey,Barley,0,17,7,17-17-17,6.65
28.67,71.89,62.9,Black,Paddy,33,17,21,20-20,6.61
33.55,71.24,47.25,Sandy,Sugarcane,25,20,36,20-20,5.5
30.85,56.45,34.57,Clayey,Tobacco,12,35,11,17-17-17,7.21
30.54,70.85,29.92,Sandy,Pulses,10,4,15,17-17-17,5.55
20.6,66.66,33.59,Loamy,Barley,15,8,24,20-20,6.13
32.0,52.16,41.58,Clayey,Millets,15,20,6,17-17-17,6.4
20.11,51.67,42.68,Sandy,Barley,13,20,23,20-20,5.65
30.92,83.42,40.03,Sandy,Sugarcane,18,5,7,10-26-26,7.29
33.02,54.43,27.54,Black,Ground Nuts,5,6,24,17-17-17,6.43
24.77,68.91,43.67,Sandy,Oil seeds,11,10,12,17-17-17,6.95
27.81,62.02,59.7,Black,Sugarcane,12,6,12,17-17-17,6.81
27.88,66.22,47.04,Loamy,Sugarcane,20,16,1,14-35-14,5.89
21.13,63.94,25.48,Black,Maize,20,19,27,20-20,6.46
24.48,74.21,66.28,Red,Paddy,12,13,13,20-20,7.04
29.68,74.22,63.72,Clayey,Sugarcane,4,6,10,17-17-17,6.89
16.1,62.25,40.8,Sandy,Wheat,15,3,16,20-20,6.0
26.79,66.56,62.37,Red,Sugarcane,23,1,20,17-17-17,7.46
28.86,66.83,68.17,Black,Paddy,36,10,18,20-20,6.43
18.88,54.65,39.58,Loamy,Barley,10,11,9,17-17-17,5.74
32.36,41.85,20.87,Loamy,Millets,14,7,5,17-17-17,6.44
30.08,55.79,23.47,Sandy,Oil seeds,5,8,20,17-17-17,5.71
24.45,64.93,23.75,Black,Wheat,26,15,8,17-17-17,5.77
29.01,49.01,26.32,Clayey,Oil seeds,21,11,33,20-20,6.07
38.27,58.09,36.74,Loamy,Millets,16,2,16,20-20,7.1
32.95,54.28,44.3,Clayey,Ground Nuts,5,0,16,17-17-17,7.26
32.28,51.65,36.36,Black,Millets,13,8,13,17-17-17,5.71
21.48,70.49,51.75,Sandy,Maize,24,34,14,17-17-17,7.18
16.6,68.89,23.69,Black,Wheat,29,19,14,17-17-17,6.01
30.91,46.09,50.68,Black,Pulses,8,10,19,17-17-17,5.96
31.05,72.76,38.41,Sandy,Tobacco,16,6,16,17-17-17,5.85
22.8,78.62,50.48,Clayey,Paddy,28,16,6,17-17-17,6.8
34.3,47.15,42.93,Black,Millets,9,3,20,20-20,7.06
25.09,70.69,55.97,Clayey,Sugarcane,13,4,11,17-17-17,7.3
22.51,68.01,21.05,Black,Wheat,39,12,3,17-17-17,7.04
32.42,67.79,44.52,Loamy,Ground Nuts,6,7,18,17-17-17,6.29
28.88,48.54,48.8,Clayey,Cotton,13,7,12,17-17-17,6.26
26.09,50.64,20.82,Red,Cotton,7,12,6,17-17-17,6.61
33.98,46.05,22.23,Black,Cotton,17,13,12,17-17-17,5.54
18.98,46.26,48.33,Sandy,Barley,10,4,21,20-20,5.54
25.19,49.92,38.9,Clayey,Pulses,4,0,0,14-35-14,6.71
27.86,49.63,32.58,Loamy,Cotton,11,11,12,17-17-17,6.69
25.73,70.0,49.07,Clayey,Pulses,5,9,30,20-20,5.7
30.77,56.82,34.72,Sandy,Millets,11,7,19,20-20,5.95
37.52,72.86,54.21,Loamy,Sugarcane,24,8,27,20-20,7.01
17.7,50.42,47.94,Clayey,Barley,24,9,28,20-20,5.79
32.01,74.16,31.44,Sandy,Tobacco,11,12,27,20-20,5.87
20.3,61.24,53.7,Clayey,Tobacco,21,23,14,17-17-17,6.28
